region,newusers,totalusers,conversions,property_id,totalrevenue,engagementrate,engagedsessions,date
Provence-Alpes-Cote d'Azur,1,1,0,353783484,0,0,0,17/01/24
Punjab,1,1,0,353783484,0,1,1,17/01/24
Quebec,39,48,0,353783484,0,0.62745098,32,17/01/24
Queensland,2,3,0,353783484,0,0.666666667,2,17/01/24
Rajasthan,2,2,0,353783484,0,1,2,17/01/24
Region of Southern Denmark,0,1,0,353783484,0,0.5,1,17/01/24
Rhode Island,1,2,0,353783484,0,0.5,1,17/01/24
Riyadh Province,1,1,0,353783484,0,1,1,17/01/24
Saarland,1,1,0,353783484,0,1,1,17/01/24
Saskatchewan,2,2,0,353783484,0,0,0,17/01/24
Scotland,3,3,0,353783484,0,0.333333333,1,17/01/24
Seoul,1,1,0,353783484,0,0,0,17/01/24
Sindh,1,1,0,353783484,0,0,0,17/01/24
South Australia,1,2,0,353783484,0,0.5,1,17/01/24
South Carolina,3,4,0,353783484,0,0.75,3,17/01/24
South Dakota,1,1,0,353783484,0,1,1,17/01/24
St. Andrew Parish,1,1,0,353783484,0,0,0,17/01/24
Tamil Nadu,1,1,0,353783484,0,1,1,17/01/24
Tehran,1,1,0,353783484,0,0,0,17/01/24
Telangana,1,1,0,353783484,0,1,1,17/01/24
Tennessee,5,5,0,353783484,0,0.333333333,2,17/01/24
Texas,14,14,0,353783484,0,0.714285714,10,17/01/24
Trentino-South Tyrol,1,1,0,353783484,0,0,0,17/01/24
Utah,2,2,0,353783484,0,0,0,17/01/24
Uttar Pradesh,1,1,0,353783484,0,0,0,17/01/24
Victoria,1,1,0,353783484,0,1,1,17/01/24
Virginia,16,17,0,353783484,0,0.611111111,11,17/01/24
Wales,1,1,0,353783484,0,1,1,17/01/24
Washington,6,6,0,353783484,0,0.5,3,17/01/24
West Bengal,2,6,0,353783484,0,0.636363636,7,17/01/24
West Virginia,2,2,0,353783484,0,1,2,17/01/24
Western Cape,1,1,0,353783484,0,0,0,17/01/24
Wisconsin,3,3,0,353783484,0,0.666666667,2,17/01/24
(not set),6,6,0,353783484,0,0.833333333,5,18/01/24
Abu Dhabi,1,1,0,353783484,0,1,1,18/01/24
Alabama,2,2,0,353783484,0,0,0,18/01/24
Alaska,1,1,0,353783484,0,1,1,18/01/24
Alberta,14,15,0,353783484,0,0.666666667,12,18/01/24
Arizona,3,3,0,353783484,0,0.666666667,2,18/01/24
Arkansas,2,2,0,353783484,0,0.666666667,2,18/01/24
Auckland,2,2,0,353783484,0,1,2,18/01/24
Australian Capital Territory,1,1,0,353783484,0,1,1,18/01/24
Bali,1,1,0,353783484,0,0,0,18/01/24
British Columbia,25,26,0,353783484,0,0.642857143,18,18/01/24
Bucharest,1,1,0,353783484,0,1,1,18/01/24
Budapest,1,1,0,353783484,0,1,1,18/01/24
California,19,20,0,353783484,0,0.636363636,14,18/01/24
Catalonia,0,1,0,353783484,0,0,0,18/01/24
Central Region,0,1,0,353783484,0,0,0,18/01/24
Chandigarh,1,1,0,353783484,0,1,1,18/01/24
Colorado,6,7,0,353783484,0,0.428571429,3,18/01/24
Community of Madrid,1,1,0,353783484,0,1,1,18/01/24
Connecticut,4,4,0,353783484,0,0.5,2,18/01/24
County Dublin,1,1,0,353783484,0,0,0,18/01/24
County Kerry,1,1,0,353783484,0,1,1,18/01/24
Dhaka Division,1,1,0,353783484,0,0,0,18/01/24
District of Columbia,1,1,0,353783484,0,1,1,18/01/24
England,38,38,0,353783484,0,0.575,23,18/01/24
Florida,18,18,0,353783484,0,0.590909091,13,18/01/24
Georgia,7,7,0,353783484,0,0.714285714,5,18/01/24
Gujarat,3,3,0,353783484,0,0.666666667,2,18/01/24
Hessen,2,2,0,353783484,0,0.5,1,18/01/24
Idaho,4,4,0,353783484,0,0.8,4,18/01/24
Ile-de-France,1,1,0,353783484,0,1,1,18/01/24
Illinois,13,16,0,353783484,0,0.368421053,7,18/01/24
Indiana,8,9,0,353783484,0,0.6,6,18/01/24
Iowa,2,2,0,353783484,0,1,2,18/01/24
Islamabad Capital Territory,1,1,0,353783484,0,0,0,18/01/24
Kanagawa,0,1,0,353783484,0,1,1,18/01/24
Kansas,1,1,0,353783484,0,0,0,18/01/24
Karnataka,2,2,0,353783484,0,1,2,18/01/24
Kentucky,4,4,0,353783484,0,1,4,18/01/24
Lagos,3,3,0,353783484,0,0.333333333,1,18/01/24
Lazio,1,1,0,353783484,0,1,1,18/01/24
Louisiana,1,1,0,353783484,0,1,1,18/01/24
Maharashtra,2,2,0,353783484,0,0,0,18/01/24
Maine,1,1,0,353783484,0,1,1,18/01/24
Manitoba,4,4,0,353783484,0,0.5,2,18/01/24
Maryland,3,3,0,353783484,0,0.666666667,2,18/01/24
Masovian Voivodeship,1,1,0,353783484,0,0,0,18/01/24
Massachusetts,2,3,0,353783484,0,1,3,18/01/24
Metro Manila,2,2,0,353783484,0,0.5,1,18/01/24
Michigan,1,2,0,353783484,0,0.5,1,18/01/24
Minnesota,5,5,0,353783484,0,0.6,3,18/01/24
Mississippi,1,1,0,353783484,0,1,1,18/01/24
Missouri,5,5,0,353783484,0,0.6,3,18/01/24
Montana,1,1,0,353783484,0,1,1,18/01/24
Nayarit,1,1,0,353783484,0,1,1,18/01/24
Nebraska,6,6,0,353783484,0,0.833333333,5,18/01/24
Negeri Sembilan,1,1,0,353783484,0,0,0,18/01/24
Nevada,1,1,0,353783484,0,1,1,18/01/24
New Brunswick,3,3,0,353783484,0,1,3,18/01/24
New Jersey,4,5,0,353783484,0,0.4,2,18/01/24
New Mexico,1,1,0,353783484,0,1,1,18/01/24
New South Wales,4,4,0,353783484,0,0.5,2,18/01/24
New York,7,8,0,353783484,0,0.555555556,5,18/01/24
Newfoundland and Labrador,2,2,0,353783484,0,0.666666667,2,18/01/24
North Carolina,8,8,0,353783484,0,0.875,7,18/01/24
Northern Ireland,2,2,0,353783484,0,1,3,18/01/24
Northwest Territories,1,1,0,353783484,0,1,1,18/01/24
Nova Scotia,7,7,0,353783484,0,0.666666667,6,18/01/24
Ohio,7,8,0,353783484,0,0.75,6,18/01/24
Oklahoma,1,2,0,353783484,0,1,2,18/01/24
Ontario,176,220,0,353783484,0,0.636,159,18/01/24
Oregon,8,8,0,353783484,0,0.625,5,18/01/24
Pennsylvania,7,7,0,353783484,0,0.714285714,5,18/01/24
Provence-Alpes-Cote d'Azur,1,1,0,353783484,0,1,1,18/01/24
Punjab,1,1,0,353783484,0,1,1,18/01/24
Quebec,39,51,0,353783484,0,0.527272727,29,18/01/24
Queensland,2,2,0,353783484,0,0.5,1,18/01/24
Rajasthan,1,1,0,353783484,0,1,1,18/01/24
Saskatchewan,4,4,0,353783484,0,0.75,3,18/01/24
Scotland,1,1,0,353783484,0,1,1,18/01/24
Sindh,1,1,0,353783484,0,0,0,18/01/24
South Australia,1,1,0,353783484,0,1,1,18/01/24
South Carolina,2,2,0,353783484,0,0.5,1,18/01/24
St. Andrew Parish,1,1,0,353783484,0,1,1,18/01/24
Telangana,2,2,0,353783484,0,0.5,1,18/01/24
Tennessee,1,2,0,353783484,0,1,2,18/01/24
Texas,10,10,0,353783484,0,0.8,8,18/01/24
Tokyo,1,1,0,353783484,0,1,1,18/01/24
Utah,0,1,0,353783484,0,0,0,18/01/24
Uttar Pradesh,1,1,0,353783484,0,0,0,18/01/24
Victoria,4,4,0,353783484,0,0.75,3,18/01/24
Virginia,7,8,0,353783484,0,0.625,5,18/01/24
Wales,1,1,0,353783484,0,0,0,18/01/24
Washington,8,8,0,353783484,0,0.4,4,18/01/24
West Bengal,1,4,0,353783484,0,0.8,4,18/01/24
West Virginia,1,1,0,353783484,0,0,0,18/01/24
Western Australia,2,2,0,353783484,0,1,2,18/01/24
Western Cape,3,4,0,353783484,0,0.25,1,18/01/24
Western Province,1,1,0,353783484,0,1,1,18/01/24
Wisconsin,5,6,0,353783484,0,1,6,18/01/24
(not set),12,12,0,353783484,0,0.416666667,5,19/01/24
Alabama,3,3,0,353783484,0,0.666666667,2,19/01/24
Alaska,1,1,0,353783484,0,1,1,19/01/24
Alberta,22,23,0,353783484,0,0.541666667,13,19/01/24
Arizona,2,2,0,353783484,0,0.5,1,19/01/24
Arkansas,2,2,0,353783484,0,0.5,1,19/01/24
Auvergne-Rhone-Alpes,1,1,0,353783484,0,0,0,19/01/24
British Columbia,20,21,0,353783484,0,0.565217391,13,19/01/24
Calabarzon,2,2,0,353783484,0,0.5,1,19/01/24
California,24,25,0,353783484,0,0.8,20,19/01/24
Canary Islands,1,1,0,353783484,0,0,0,19/01/24
Canterbury,1,1,0,353783484,0,0,0,19/01/24
Capital Region of Denmark,0,1,0,353783484,0,0,0,19/01/24
Central Denmark Region,1,1,0,353783484,0,0,0,19/01/24
Chittagong Division,1,1,0,353783484,0,1,2,19/01/24
Colorado,6,6,0,353783484,0,0.666666667,4,19/01/24
Connecticut,1,1,0,353783484,0,1,1,19/01/24
County Dublin,1,1,0,353783484,0,0,0,19/01/24
Dakahlia Governorate,1,1,0,353783484,0,1,1,19/01/24
Dalarna County,1,1,0,353783484,0,1,1,19/01/24
Decentralized Administration of the Aegean,1,1,0,353783484,0,1,1,19/01/24
Delhi,1,1,0,353783484,0,0,0,19/01/24
District of Columbia,1,1,0,353783484,0,1,1,19/01/24
Dubai,1,1,0,353783484,0,1,1,19/01/24
England,26,27,0,353783484,0,0.714285714,20,19/01/24
Florida,8,10,0,353783484,0,0.571428571,8,19/01/24
Georgia,13,14,0,353783484,0,0.642857143,9,19/01/24
Gujarat,0,1,0,353783484,0,1,1,19/01/24
Hawaii,2,2,0,353783484,0,0,0,19/01/24
Himachal Pradesh,1,1,0,353783484,0,0,0,19/01/24
Idaho,3,3,0,353783484,0,0.666666667,2,19/01/24
Illinois,10,10,0,353783484,0,0.8,8,19/01/24
Indiana,6,7,0,353783484,0,0.571428571,4,19/01/24
Iowa,5,5,0,353783484,0,0.4,2,19/01/24
Istanbul,1,1,0,353783484,0,0,0,19/01/24
Kansas,1,2,0,353783484,0,0.5,1,19/01/24
Kentucky,2,2,0,353783484,0,0.5,1,19/01/24
Kerala,1,1,0,353783484,0,1,1,19/01/24
Lagos,1,1,0,353783484,0,1,1,19/01/24
Lisbon,1,1,0,353783484,0,1,1,19/01/24
Louisiana,5,5,0,353783484,0,1,5,19/01/24
Lviv Oblast,1,1,0,353783484,0,0.5,1,19/01/24
Maharashtra,1,1,0,353783484,0,1,1,19/01/24
Maine,1,1,0,353783484,0,0,0,19/01/24
Manitoba,2,2,0,353783484,0,1,2,19/01/24
Maryland,4,4,0,353783484,0,1,4,19/01/24
Massachusetts,6,7,0,353783484,0,0.571428571,4,19/01/24
Metro Manila,1,1,0,353783484,0,1,1,19/01/24
Michigan,9,9,0,353783484,0,0.666666667,6,19/01/24
Minnesota,2,2,0,353783484,0,0.666666667,2,19/01/24
Mississippi,2,2,0,353783484,0,0.5,1,19/01/24
Missouri,6,6,0,353783484,0,0.571428571,4,19/01/24
Nebraska,1,1,0,353783484,0,1,1,19/01/24
New Brunswick,5,5,0,353783484,0,0.6,3,19/01/24
New Hampshire,2,2,0,353783484,0,1,2,19/01/24
New Jersey,8,8,0,353783484,0,0.875,7,19/01/24
New Mexico,1,1,0,353783484,0,1,1,19/01/24
New South Wales,5,6,0,353783484,0,0.833333333,5,19/01/24
New York,15,16,0,353783484,0,0.705882353,12,19/01/24
Newfoundland and Labrador,1,1,0,353783484,0,0,0,19/01/24
North Carolina,6,6,0,353783484,0,0.833333333,5,19/01/24
North Holland,1,1,0,353783484,0,0,0,19/01/24
Northern Ireland,2,2,0,353783484,0,0.5,1,19/01/24
Nova Scotia,7,7,0,353783484,0,0.857142857,6,19/01/24
Ohio,5,6,0,353783484,0,0.428571429,3,19/01/24
Oklahoma,5,5,0,353783484,0,0.6,3,19/01/24
Ontario,205,252,0,353783484,0,0.59057971,163,19/01/24
Oregon,3,3,0,353783484,0,0.5,2,19/01/24
Pennsylvania,4,4,0,353783484,0,0.75,3,19/01/24
Podgorica Municipality,1,1,0,353783484,0,1,1,19/01/24
Porto District,1,1,0,353783484,0,0,0,19/01/24
Puerto Plata Province,1,1,0,353783484,0,1,1,19/01/24
Punjab,1,1,0,353783484,0,1,1,19/01/24
Quebec,47,54,0,353783484,0,0.603448276,35,19/01/24
Queensland,2,2,0,353783484,0,0.5,1,19/01/24
Saskatchewan,2,3,0,353783484,0,0.666666667,2,19/01/24
Scotland,1,1,0,353783484,0,0,0,19/01/24
South Carolina,7,7,0,353783484,0,1,7,19/01/24
Southern Region,2,2,0,353783484,0,1,2,19/01/24
Tennessee,2,3,0,353783484,0,0.333333333,1,19/01/24
Texas,15,15,0,353783484,0,0.466666667,7,19/01/24
Utah,2,2,0,353783484,0,0,0,19/01/24
Victoria,2,3,0,353783484,0,0.333333333,1,19/01/24
Virginia,10,10,0,353783484,0,0.6,6,19/01/24
Waikato,1,1,0,353783484,0,1,1,19/01/24
Wales,1,1,0,353783484,0,1,1,19/01/24
Washington,6,8,0,353783484,0,0.875,7,19/01/24
Wellington,2,2,0,353783484,0,0.5,1,19/01/24
West Bengal,2,5,0,353783484,0,0.4,4,19/01/24
West Virginia,1,1,0,353783484,0,0,0,19/01/24
Western Australia,1,1,0,353783484,0,0,0,19/01/24
Wisconsin,4,4,0,353783484,0,1,4,19/01/24
(not set),17,19,0,353783484,0,0.55,11,20/01/24
Addis Ababa,1,1,0,353783484,0,1,1,20/01/24
Al Asimah Governate,1,1,0,353783484,0,1,1,20/01/24
Alabama,1,1,0,353783484,0,0,0,20/01/24
Alaska,4,4,0,353783484,0,0.75,3,20/01/24
Alberta,14,16,0,353783484,0,0.8125,13,20/01/24
Arizona,4,4,0,353783484,0,1,4,20/01/24
Arkansas,1,1,0,353783484,0,1,1,20/01/24
Assam,1,1,0,353783484,0,1,1,20/01/24
Attica,1,1,0,353783484,0,1,1,20/01/24
Australian Capital Territory,0,1,0,353783484,0,1,1,20/01/24
British Columbia,20,21,0,353783484,0,0.454545455,10,20/01/24
California,23,26,0,353783484,0,0.692307692,18,20/01/24
Capital Governorate,2,2,0,353783484,0,0.333333333,1,20/01/24
Capital Region of Denmark,1,1,0,353783484,0,1,1,20/01/24
Central Region,1,1,0,353783484,0,1,1,20/01/24
Colorado,5,5,0,353783484,0,0.666666667,4,20/01/24
Connecticut,2,2,0,353783484,0,0.5,1,20/01/24
County Cork,1,1,0,353783484,0,1,1,20/01/24
County Roscommon,1,1,0,353783484,0,1,1,20/01/24
Delaware,1,1,0,353783484,0,1,1,20/01/24
Delhi,3,3,0,353783484,0,1,3,20/01/24
District of Columbia,2,2,0,353783484,0,0.666666667,2,20/01/24
Eastern Province,1,1,0,353783484,0,0,0,20/01/24
England,21,23,0,353783484,0,0.75,18,20/01/24
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,1,1,20/01/24
Florida,19,20,0,353783484,0,0.7,14,20/01/24
Gauteng,2,3,0,353783484,0,0.666666667,2,20/01/24
Georgia,8,9,0,353783484,0,0.888888889,8,20/01/24
Greater Accra Region,1,1,0,353783484,0,1,1,20/01/24
Hamburg,1,1,0,353783484,0,1,1,20/01/24
Harju County,2,2,0,353783484,0,1,2,20/01/24
Hawaii,1,2,0,353783484,0,1,2,20/01/24
Hessen,1,1,0,353783484,0,0,0,20/01/24
Hradec Kralove Region,1,1,0,353783484,0,1,1,20/01/24
Idaho,4,4,0,353783484,0,0.5,2,20/01/24
Illinois,10,10,0,353783484,0,0.272727273,3,20/01/24
Indiana,2,5,0,353783484,0,1,5,20/01/24
Iowa,4,5,0,353783484,0,0.6,3,20/01/24
Kansas,2,3,0,353783484,0,0.666666667,2,20/01/24
Kentucky,5,7,0,353783484,0,0.857142857,6,20/01/24
Kigali City,1,1,0,353783484,0,0,0,20/01/24
Lagos,1,1,0,353783484,0,0,0,20/01/24
Lisbon,1,1,0,353783484,0,1,1,20/01/24
Louisiana,1,1,0,353783484,0,1,1,20/01/24
Lower Silesian Voivodeship,1,1,0,353783484,0,0,0,20/01/24
Maharashtra,5,5,0,353783484,0,0.4,2,20/01/24
Maine,2,2,0,353783484,0,1,2,20/01/24
Manitoba,6,6,0,353783484,0,0.833333333,5,20/01/24
Maryland,3,4,0,353783484,0,0.25,1,20/01/24
Massachusetts,5,5,0,353783484,0,0.6,3,20/01/24
Michigan,10,13,0,353783484,0,0.615384615,8,20/01/24
Minnesota,4,4,0,353783484,0,1,4,20/01/24
Mississippi,1,1,0,353783484,0,1,1,20/01/24
Missouri,2,3,0,353783484,0,0.666666667,2,20/01/24
Montana,1,1,0,353783484,0,0,0,20/01/24
Montserrado,1,1,0,353783484,0,0,0,20/01/24
Nairobi County,1,1,0,353783484,0,0,0,20/01/24
Nebraska,2,3,0,353783484,0,1,3,20/01/24
Nevada,1,1,0,353783484,0,1,1,20/01/24
New Brunswick,3,3,0,353783484,0,1,3,20/01/24
New Hampshire,1,1,0,353783484,0,1,1,20/01/24
New Jersey,2,3,0,353783484,0,0.666666667,2,20/01/24
New Mexico,2,2,0,353783484,0,0.5,1,20/01/24
New South Wales,7,7,0,353783484,0,0.5,4,20/01/24
New York,14,14,0,353783484,0,0.857142857,12,20/01/24
North Carolina,6,7,0,353783484,0,0.714285714,5,20/01/24
North Holland,0,1,0,353783484,0,0,0,20/01/24
Northern Ireland,2,2,0,353783484,0,0.5,1,20/01/24
Nova Scotia,8,8,0,353783484,0,0.625,5,20/01/24
Ohio,6,6,0,353783484,0,0.666666667,4,20/01/24
Oklahoma,1,1,0,353783484,0,0,0,20/01/24
Ontario,189,225,0,353783484,0,0.631147541,154,20/01/24
Oregon,6,6,0,353783484,0,1,6,20/01/24
Pennsylvania,10,12,0,353783484,0,0.75,9,20/01/24
Prince Edward Island,0,1,0,353783484,0,1,1,20/01/24
Puerto Plata Province,0,1,0,353783484,0,1,1,20/01/24
Quebec,42,48,0,353783484,0,0.612244898,30,20/01/24
Queensland,1,1,0,353783484,0,1,1,20/01/24
Rhode Island,1,1,0,353783484,0,0,0,20/01/24
Rivers,2,2,0,353783484,0,0.5,1,20/01/24
Saint John,1,1,0,353783484,0,1,1,20/01/24
Saskatchewan,1,2,0,353783484,0,0.5,1,20/01/24
Saxony,1,1,0,353783484,0,0,0,20/01/24
Scotland,2,2,0,353783484,0,0.5,1,20/01/24
Sindh,0,1,0,353783484,0,0,0,20/01/24
South Carolina,4,4,0,353783484,0,0.75,3,20/01/24
South Holland,1,1,0,353783484,0,1,1,20/01/24
St. Ann Parish,1,1,0,353783484,0,1,1,20/01/24
Telangana,2,2,0,353783484,0,0.5,1,20/01/24
Tennessee,10,10,0,353783484,0,0.7,7,20/01/24
Texas,24,24,0,353783484,0,0.72,18,20/01/24
Utah,1,1,0,353783484,0,1,1,20/01/24
Uusimaa,1,1,0,353783484,0,1,1,20/01/24
Varmland County,1,1,0,353783484,0,0.5,1,20/01/24
Victoria,3,3,0,353783484,0,0.666666667,2,20/01/24
Virginia,12,13,0,353783484,0,0.846153846,11,20/01/24
Wales,5,5,0,353783484,0,0.142857143,1,20/01/24
Washington,11,11,0,353783484,0,0.75,9,20/01/24
West Virginia,3,3,0,353783484,0,1,3,20/01/24
Western Australia,2,2,0,353783484,0,0,0,20/01/24
Western Cape,2,2,0,353783484,0,0.5,1,20/01/24
Western Province,1,1,0,353783484,0,0,0,20/01/24
Wisconsin,6,6,0,353783484,0,0.5,3,20/01/24
(not set),14,15,0,353783484,0,0.8,12,21/01/24
Alabama,3,3,0,353783484,0,0.333333333,1,21/01/24
Alaska,1,1,0,353783484,0,1,1,21/01/24
Alberta,15,15,0,353783484,0,0.5625,9,21/01/24
Arizona,3,4,0,353783484,0,1,4,21/01/24
Arkansas,2,2,0,353783484,0,1,2,21/01/24
Baden-Wurttemberg,1,1,0,353783484,0,0,0,21/01/24
Bavaria,1,1,0,353783484,0,1,1,21/01/24
Berlin,1,1,0,353783484,0,1,1,21/01/24
British Columbia,31,33,0,353783484,0,0.794117647,27,21/01/24
Bucharest,1,1,0,353783484,0,1,1,21/01/24
California,20,21,0,353783484,0,0.666666667,14,21/01/24
Central Division,1,1,0,353783484,0,1,1,21/01/24
Colorado,4,4,0,353783484,0,0.5,2,21/01/24
Connecticut,4,4,0,353783484,0,0.5,2,21/01/24
County Dublin,3,3,0,353783484,0,0.333333333,1,21/01/24
Delaware,1,1,0,353783484,0,1,1,21/01/24
Delhi,0,1,0,353783484,0,1,2,21/01/24
Demerara-Mahaica,1,1,0,353783484,0,1,1,21/01/24
Dubai,1,1,0,353783484,0,0,0,21/01/24
England,40,41,0,353783484,0,0.682926829,28,21/01/24
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,1,1,21/01/24
Florida,17,21,0,353783484,0,0.571428571,12,21/01/24
Gauteng,2,2,0,353783484,0,0.5,1,21/01/24
Georgia,4,6,0,353783484,0,0.5,3,21/01/24
Grand Est,1,1,0,353783484,0,0,0,21/01/24
Hawaii,2,2,0,353783484,0,1,2,21/01/24
Ile-de-France,1,1,0,353783484,0,1,1,21/01/24
Illinois,13,14,0,353783484,0,0.6,9,21/01/24
Indiana,5,5,0,353783484,0,0.6,3,21/01/24
Iowa,5,5,0,353783484,0,0.8,4,21/01/24
Jakarta,1,1,0,353783484,0,0,0,21/01/24
Kentucky,4,5,0,353783484,0,0.6,3,21/01/24
Lagos,2,2,0,353783484,0,0.666666667,2,21/01/24
Lampung,1,1,0,353783484,0,1,1,21/01/24
Louisiana,2,3,0,353783484,0,1,3,21/01/24
Maharashtra,2,2,0,353783484,0,1,2,21/01/24
Maine,2,2,0,353783484,0,0.5,1,21/01/24
Manawatu-Wanganui,1,1,0,353783484,0,1,1,21/01/24
Manitoba,1,1,0,353783484,0,1,1,21/01/24
Maryland,5,5,0,353783484,0,1,5,21/01/24
Massachusetts,6,8,0,353783484,0,0.875,7,21/01/24
Metro Manila,1,1,0,353783484,0,1,1,21/01/24
Michigan,6,7,0,353783484,0,0.625,5,21/01/24
Minnesota,5,5,0,353783484,0,0.8,4,21/01/24
Mississippi,1,1,0,353783484,0,1,1,21/01/24
Missouri,2,2,0,353783484,0,0.5,1,21/01/24
Montana,2,4,0,353783484,0,0.5,2,21/01/24
Nebraska,2,2,0,353783484,0,0.5,1,21/01/24
Nevada,3,3,0,353783484,0,0,0,21/01/24
New Brunswick,3,3,0,353783484,0,0.25,1,21/01/24
New Hampshire,1,1,0,353783484,0,1,1,21/01/24
New Jersey,9,9,0,353783484,0,0.7,7,21/01/24
New South Wales,7,7,0,353783484,0,0.625,5,21/01/24
New York,16,17,0,353783484,0,0.588235294,10,21/01/24
Newfoundland and Labrador,1,1,0,353783484,0,1,1,21/01/24
North Carolina,10,12,0,353783484,0,0.833333333,10,21/01/24
North Dakota,1,1,0,353783484,0,1,1,21/01/24
Northern Ireland,2,2,0,353783484,0,1,2,21/01/24
Northern Mindanao,1,1,0,353783484,0,1,1,21/01/24
Nova Scotia,5,5,0,353783484,0,0.6,3,21/01/24
Ohio,10,12,0,353783484,0,0.75,9,21/01/24
Oklahoma,3,3,0,353783484,0,0.666666667,2,21/01/24
Ontario,189,221,0,353783484,0,0.656903766,157,21/01/24
Oregon,3,3,0,353783484,0,0.666666667,2,21/01/24
Pennsylvania,10,10,0,353783484,0,0.272727273,3,21/01/24
Provence-Alpes-Cote d'Azur,1,1,0,353783484,0,1,1,21/01/24
Puerto Plata Province,1,1,0,353783484,0,1,1,21/01/24
Punjab,1,1,0,353783484,0,1,1,21/01/24
Quebec,36,44,0,353783484,0,0.666666667,30,21/01/24
Queensland,3,3,0,353783484,0,0.666666667,2,21/01/24
San Juan-Laventille Regional Corporation,0,1,0,353783484,0,1,1,21/01/24
Saskatchewan,2,2,0,353783484,0,0.5,1,21/01/24
Saxony,1,1,0,353783484,0,1,1,21/01/24
Scotland,2,2,0,353783484,0,0,0,21/01/24
Sharjah,1,1,0,353783484,0,0,0,21/01/24
Sofia City Province,1,1,0,353783484,0,0,0,21/01/24
South Australia,1,1,0,353783484,0,0,0,21/01/24
South Carolina,2,3,0,353783484,0,0.75,3,21/01/24
South Dakota,3,3,0,353783484,0,0.25,1,21/01/24
St. Andrew Parish,1,1,0,353783484,0,0,0,21/01/24
Telangana,2,2,0,353783484,0,0.5,1,21/01/24
Texas,11,13,0,353783484,0,0.538461538,7,21/01/24
Trelawny Parish,1,1,0,353783484,0,0,0,21/01/24
Utah,2,2,0,353783484,0,1,2,21/01/24
Uttar Pradesh,0,1,0,353783484,0,1,1,21/01/24
Valencian Community,1,1,0,353783484,0,1,1,21/01/24
Victoria,2,2,0,353783484,0,1,2,21/01/24
Virginia,8,9,0,353783484,0,0.888888889,8,21/01/24
Wales,0,1,0,353783484,0,1,1,21/01/24
Wallonia,1,1,0,353783484,0,1,1,21/01/24
Washington,8,9,0,353783484,0,0.6,6,21/01/24
Wellington,1,1,0,353783484,0,1,1,21/01/24
Western Australia,1,1,0,353783484,0,1,1,21/01/24
Wisconsin,3,4,0,353783484,0,0.5,2,21/01/24
Wyoming,1,1,0,353783484,0,1,1,21/01/24
(not set),23,24,0,353783484,0,0.44,11,22/01/24
Alabama,2,2,0,353783484,0,1,2,22/01/24
Alaska,3,3,0,353783484,0,0.25,1,22/01/24
Alberta,13,19,0,353783484,0,0.9,18,22/01/24
Arizona,3,3,0,353783484,0,0.666666667,2,22/01/24
Arkansas,1,1,0,353783484,0,0,0,22/01/24
Assam,1,1,0,353783484,0,0,0,22/01/24
Auckland,2,2,0,353783484,0,1,2,22/01/24
Bicol,1,1,0,353783484,0,0,0,22/01/24
Bogota,2,2,0,353783484,0,0.5,1,22/01/24
British Columbia,25,30,0,353783484,0,0.75,24,22/01/24
Brunei-Muara District,1,1,0,353783484,0,1,1,22/01/24
Cairo Governorate,1,1,0,353783484,0,0,0,22/01/24
Calabarzon,2,2,0,353783484,0,1,2,22/01/24
California,32,32,0,353783484,0,0.5,17,22/01/24
Central Luzon,1,1,0,353783484,0,1,1,22/01/24
Colorado,1,2,0,353783484,0,0,0,22/01/24
Connecticut,5,5,0,353783484,0,0.571428571,4,22/01/24
County Dublin,5,5,0,353783484,0,0.6,3,22/01/24
County Kildare,1,1,0,353783484,0,0,0,22/01/24
Dadra and Nagar Haveli and Daman and Diu,1,1,0,353783484,0,0,0,22/01/24
Delhi,1,2,0,353783484,0,0.666666667,2,22/01/24
Dubai,1,1,0,353783484,0,1,1,22/01/24
England,40,41,0,353783484,0,0.642857143,27,22/01/24
Federal Territory of Kuala Lumpur,1,1,0,353783484,0,1,1,22/01/24
Flanders,4,4,0,353783484,0,0.75,3,22/01/24
Florida,20,20,0,353783484,0,0.625,15,22/01/24
Georgia,4,6,0,353783484,0,0.666666667,4,22/01/24
Hai Phong,1,1,0,353783484,0,1,1,22/01/24
Illinois,13,13,0,353783484,0,0.769230769,10,22/01/24
Indiana,7,7,0,353783484,0,0.571428571,4,22/01/24
Iowa,2,2,0,353783484,0,0.5,1,22/01/24
Jalisco,1,1,0,353783484,0,0,0,22/01/24
Karnataka,1,1,0,353783484,0,1,1,22/01/24
Kentucky,2,3,0,353783484,0,0.666666667,2,22/01/24
KwaZulu-Natal,1,1,0,353783484,0,1,1,22/01/24
Kyiv city,1,1,0,353783484,0,0,0,22/01/24
Louisiana,1,1,0,353783484,0,1,1,22/01/24
Maharashtra,2,2,0,353783484,0,0.5,1,22/01/24
Maine,4,4,0,353783484,0,0.6,3,22/01/24
Maryland,3,3,0,353783484,0,1,3,22/01/24
Masovian Voivodeship,0,1,0,353783484,0,0.333333333,1,22/01/24
Massachusetts,3,3,0,353783484,0,1,3,22/01/24
Metro Manila,2,2,0,353783484,0,0.5,1,22/01/24
Michigan,6,7,0,353783484,0,0.714285714,5,22/01/24
Minnesota,3,4,0,353783484,0,0.25,1,22/01/24
